Unique ID; Name; Patronym; Lastname; Sex; Father ID; Mother ID; Spouse ID; Birth; Death; Age; Race; Human%; Orc%
4461;Erika;;Klein;Female;2826;2566;4555;409;490;81;Human;85.44921875;14.55078125
4462;Hermann;;Gra-fr-pa-zes;Male;1414;1389;;409;410;1;Half-Orc;68.45703125;31.54296875
4463;Gra-arz-kr-urz;;Rot;Male;2842;2553;4594;409;496;87;Half-Orc;72.55859375;27.44140625
4464;Olaf;;Olafs;Male;1390;1711;4290;409;488;79;Human;82.03125;17.96875
4465;Frieda;;Groß;Female;3450;3464;;409;410;1;Human;78.271484375;21.728515625
4466;Uta;;Heinrichs;Female;2118;2104;;409;411;2;Human;82.03125;17.96875
4467;Hans;;Meier;Male;2057;2164;4590;409;476;67;Human;87.6953125;12.3046875
4468;Hildegard;;Franzs;Female;982;1348;3972;409;488;79;Human;95.3125;4.6875
4469;Gra-fry-gy-zak;;Wilhelms;Male;2196;2111;;409;410;1;Half-Orc;71.484375;28.515625
4470;Eva;;Tischler;Female;2906;2558;;409;411;2;Human;88.8671875;11.1328125
4471;Eva;;Heinrichs;Female;3203;3312;4554;409;498;89;Human;79.39453125;20.60546875
4472;Frieda;;Schwarz;Female;3496;2986;4457;409;498;89;Human;80.95703125;19.04296875
4473;Michaela;;Günters;Female;2399;2296;;409;410;1;Human;85.64453125;14.35546875
4474;Olga;;Schröder;Female;3250;3132;;409;411;2;Human;85.3515625;14.6484375
4475;Hildegard;;Johanns;Female;3293;3268;4570;409;476;67;Human;76.46484375;23.53515625
4476;Michaela;;Gra-ar-ze-zas;Female;1631;1963;;409;411;2;Human;77.734375;22.265625
4477;Svenja;;Kunst;Female;1058;1243;4912;409;487;78;Human;91.796875;8.203125
4478;Johann;;Klein;Male;1522;2122;4508;409;489;80;Human;82.32421875;17.67578125
4479;Adam;;Lang;Male;2422;2539;;409;410;1;Human;77.5390625;22.4609375
4480;Sonja;;Maximilians;Female;2570;2580;;409;410;1;Human;85.64453125;14.35546875
4481;Stephen;;Schreiber;Male;2110;2225;4372;409;477;68;Human;78.3203125;21.6796875
4482;Alberta;;Tobiass;Female;2561;2507;;409;410;1;Human;76.416015625;23.583984375
4483;Va-fry-pa-kr;;Lang;Female;1554;1728;5295;409;477;68;Half-Orc;64.0625;35.9375
4484;Lisa;;Günters;Female;2476;2433;4750;409;487;78;Human;81.4453125;18.5546875
4485;Va-zak-ur-ga;;Lang;Female;2226;3083;5327;409;477;68;Half-Orc;70.361328125;29.638671875
4486;Sonja;;Bens;Female;1418;1413;4746;409;490;81;Human;82.6171875;17.3828125
4487;Bärbel;;Krause;Female;3271;3341;4446;409;496;87;Human;78.173828125;21.826171875
4488;Michaela;;Peters;Female;3258;3335;3671;409;476;67;Human;84.521484375;15.478515625
4489;Gra-ze-ga-urk;;Rot;Male;2402;2427;;409;410;1;Half-Orc;72.0703125;27.9296875
4490;Sonja;;Schmied;Female;2591;2668;4609;409;486;77;Half-Orc;74.0234375;25.9765625
4491;Albert;;Rot;Male;2609;2586;4333;409;477;68;Human;84.5703125;15.4296875
4492;Wilhelmina;;Eriks;Female;3435;3317;4869;409;479;70;Human;82.91015625;17.08984375
4493;Klaus;;Klauss;Male;2777;2791;4266;409;481;72;Human;81.25;18.75
4494;Frieda;;Krause;Female;1697;1971;4398;409;486;77;Human;80.859375;19.140625
4495;Olga;;Olafs;Female;2893;3441;4542;409;488;79;Human;78.61328125;21.38671875
4496;Wilhelmina;;Schütze;Female;3112;3047;4952;409;497;88;Half-Orc;70.99609375;29.00390625
4497;Stephen;;Fels;Male;3107;3229;;409;410;1;Human;83.251953125;16.748046875
4498;Nina;;Tischler;Female;1886;1969;;409;411;2;Human;86.5234375;13.4765625
4499;Hermann;;Hermanns;Male;2674;2710;4760;409;486;77;Human;88.96484375;11.03515625
4500;Erik;;Schulz;Male;2957;3122;;409;411;2;Human;84.27734375;15.72265625
4501;Reinhardt;;Klein;Male;2234;2197;;409;411;2;Human;82.421875;17.578125
4502;Erik;;Meier;Male;3040;2920;;409;410;1;Human;82.03125;17.96875
4503;Frieda;;Lang;Female;2726;2634;;409;410;1;Human;78.80859375;21.19140625
4504;Erika;;Müller;Female;2370;2395;4430;410;488;78;Human;86.1328125;13.8671875
4505;Michaela;;Groß;Female;3198;3214;5347;410;478;68;Human;85.05859375;14.94140625
4506;Bärbel;;Adams;Female;1541;1686;;410;411;1;Human;85.15625;14.84375
4507;Johanna;;Schütze;Female;3472;3380;6176;410;497;87;Human;86.474609375;13.525390625
4508;Olga;;Schwarz;Female;2511;2437;4478;410;477;67;Human;85.7421875;14.2578125
4509;Albert;;Bens;Male;1933;1949;;410;411;1;Human;75.78125;24.21875
4510;Berta;;Schreiber;Female;2290;2309;5197;410;487;77;Human;78.61328125;21.38671875
4511;Hans;;Fischer;Male;2166;2207;;410;411;1;Human;80.46875;19.53125
4512;Hildegard;;Krause;Female;3201;3092;4868;410;498;88;Human;85.6689453125;14.3310546875
4513;Franz;;Maximilians;Male;1540;1509;;410;411;1;Human;81.25;18.75
4514;Sonja;;Müller;Female;2915;3050;4316;410;478;68;Human;79.4677734375;20.5322265625
4515;Frieda;;Schulz;Female;2588;2571;5070;410;477;67;Human;79.98046875;20.01953125
4516;Olga;;Schütze;Female;1854;1846;4220;410;478;68;Half-Orc;74.4140625;25.5859375
4517;Lisa;;Meier;Female;1718;1690;;410;413;3;Half-Orc;69.53125;30.46875
4518;Berta;;Schütze;Female;2807;2846;4568;410;478;68;Human;80.95703125;19.04296875
4519;Uta;;Johanness;Female;2987;3345;;410;411;1;Human;80.322265625;19.677734375
4520;Hans;;Fels;Male;1397;1508;;410;412;2;Human;85.15625;14.84375
4521;Stephen;;Krause;Male;2037;2312;;410;411;1;Human;75.390625;24.609375
4522;Olga;;Schmied;Female;1962;2007;;410;411;1;Human;75.830078125;24.169921875
4523;Frieda;;Schulz;Female;2429;2362;;410;411;1;Human;79.98046875;20.01953125
4524;Reinhardt;;Schmied;Male;2020;2113;;410;411;1;Half-Orc;74.51171875;25.48828125
4525;Peter;;Adams;Male;3375;3194;;410;411;1;Human;87.890625;12.109375
4526;Wilhelm;;Fels;Male;1359;1358;;410;411;1;Human;80.46875;19.53125
4527;Va-kry-arz-go;;Meier;Female;3222;3235;4196;410;488;78;Half-Orc;74.8046875;25.1953125
4528;Ben;;Tischler;Male;3378;3521;;410;411;1;Human;78.8818359375;21.1181640625
4529;Michaela;;Friedrichs;Female;2789;3066;;410;411;1;Human;83.1787109375;16.8212890625
4530;Michaela;;Gra-r-pa-krs;Female;1855;2010;;410;411;1;Human;82.51953125;17.48046875
4531;Wilhelmina;;Müller;Female;2787;2811;4777;410;499;89;Human;80.2734375;19.7265625
4532;Gra-urk-zey-zag;;Schröder;Male;3006;3319;4617;410;497;87;Half-Orc;74.8291015625;25.1708984375
4533;Marie;;Lang;Female;2884;2913;;410;411;1;Human;79.296875;20.703125
4534;Ian;;Peters;Male;2423;2549;;410;412;2;Human;80.615234375;19.384765625
4535;Peter;;Stephens;Male;3041;3226;;410;411;1;Human;82.470703125;17.529296875
4536;Nina;;Müller;Female;3392;3288;4788;410;498;88;Human;76.5625;23.4375
4537;Olga;;Olafs;Female;1665;1681;;410;411;1;Human;81.640625;18.359375
4538;Laura;;Peters;Female;2740;2545;4394;410;487;77;Human;79.736328125;20.263671875
4539;Laura;;Klauss;Female;2500;2557;;410;411;1;Human;75.78125;24.21875
4540;Gra-kro-zar-urz;;Gra-ze-zar-zas;Male;1516;1858;;410;411;1;Half-Orc;74.4140625;25.5859375
4541;Michaela;;Eriks;Female;2305;2812;4325;410;488;78;Human;79.248046875;20.751953125
4542;Johannes;;Johanness;Male;1400;1741;4495;410;499;89;Human;81.4453125;18.5546875
4543;Hildegard;;Johanns;Female;3561;3280;;410;411;1;Human;82.91015625;17.08984375
4544;Erika;;Groß;Female;2042;2152;4758;410;487;77;Half-Orc;71.484375;28.515625
4545;Bärbel;;Franzs;Female;2484;2371;;410;411;1;Human;88.18359375;11.81640625
4546;Berta;;Krause;Female;3015;3320;;410;411;1;Human;78.857421875;21.142578125
4547;Franz;;Fischer;Male;2320;2377;3751;410;479;69;Human;84.5703125;15.4296875
4548;Ian;;Ians;Male;2810;2887;;410;411;1;Human;81.4453125;18.5546875
4549;Eva;;Karls;Female;3458;3255;;410;411;1;Half-Orc;74.6826171875;25.3173828125
4550;Michaela;;Olafs;Female;2796;2628;4884;410;487;77;Human;83.49609375;16.50390625
4551;Erika;;Klein;Female;1734;1726;;410;411;1;Human;78.80859375;21.19140625
4552;Nina;;Groß;Female;2449;2415;4833;410;478;68;Human;85.205078125;14.794921875
4553;Lena;;Schröder;Female;2363;2327;4669;410;478;68;Human;80.46875;19.53125
4554;Friedrich;;Klein;Male;3036;3162;4471;410;497;87;Human;77.7099609375;22.2900390625
4555;Tobias;;Groß;Male;3248;3449;4461;410;479;69;Human;85.19287109375;14.80712890625
4556;Johann;;Stephens;Male;3249;3354;;410;411;1;Human;75.78125;24.21875
4557;Lena;;Bergmann;Female;3115;3053;4655;410;478;68;Human;80.2734375;19.7265625
4558;Wilhelm;;Adams;Male;2019;2077;;410;411;1;Half-Orc;72.8515625;27.1484375
4559;Wilhelmina;;Karls;Female;2652;2677;4431;410;478;68;Human;84.08203125;15.91796875
4560;Bärbel;;Günters;Female;2041;2050;;411;412;1;Human;78.125;21.875
4561;Johannes;;Ians;Male;2168;2211;;411;412;1;Human;78.22265625;21.77734375
4562;Hildegard;;Adams;Female;3398;3149;4409;411;480;69;Human;84.130859375;15.869140625
4563;Albert;;Schröder;Male;1919;1972;;411;412;1;Half-Orc;73.388671875;26.611328125
4564;Uta;;Schwarz;Female;2944;2733;4707;411;478;67;Half-Orc;69.9462890625;30.0537109375
4565;Ben;;Bens;Male;1546;1713;4880;411;490;79;Human;79.8828125;20.1171875
4566;Friedrich;;Groß;Male;2298;2294;;411;413;2;Human;79.833984375;20.166015625
4567;Wilhelm;;Kunst;Male;2578;2633;;411;412;1;Human;84.765625;15.234375
4568;Uwe;;Bergmann;Male;3396;3451;4518;411;498;87;Human;81.93359375;18.06640625
4569;Erik;;Fischer;Male;3386;3418;4724;411;483;72;Human;76.953125;23.046875
4570;Maximilian;;Maximilians;Male;2227;2688;4475;411;498;87;Human;79.833984375;20.166015625
4571;Ian;;Schröder;Male;1752;1736;;411;412;1;Human;79.296875;20.703125
4572;Alberta;;Eriks;Female;1873;1884;;411;414;3;Human;91.2109375;8.7890625
4573;Bärbel;;Klauss;Female;1730;1745;4689;411;478;67;Human;85.15625;14.84375
4574;Karl;;Schröder;Male;2675;2636;;411;412;1;Human;78.7109375;21.2890625
4575;Berta;;Klauss;Female;3212;3503;5566;411;488;77;Human;82.1044921875;17.8955078125
4576;Michael;;Franzs;Male;3482;3184;;411;412;1;Human;75.35400390625;24.64599609375
4577;Marie;;Maximilians;Female;3377;3318;4341;411;488;77;Human;86.5234375;13.4765625
4578;Wilhelm;;Schütze;Male;2768;2763;5075;411;482;71;Human;75.68359375;24.31640625
4579;Olga;;Tischler;Female;2792;2799;;411;413;2;Human;82.2265625;17.7734375
4580;Hildegard;;Michaels;Female;2956;2888;5404;411;498;87;Half-Orc;72.705078125;27.294921875
4581;Laura;;Uwes;Female;3098;3167;;411;414;3;Human;80.4931640625;19.5068359375
4582;Uta;;Adams;Female;2039;1987;;411;412;1;Human;76.513671875;23.486328125
4583;Alberta;;Maximilians;Female;1242;1723;;411;412;1;Human;75.390625;24.609375
4584;Nina;;Michaels;Female;1973;2109;;411;412;1;Human;80.95703125;19.04296875
4585;Johann;;Tischler;Male;1617;1738;4113;411;490;79;Human;79.296875;20.703125
4586;Olga;;Maximilians;Female;2486;2492;;411;412;1;Human;81.201171875;18.798828125
4587;Albert;;Fels;Male;1370;1420;;411;412;1;Human;80.078125;19.921875
4588;Lisa;;Schröder;Female;3404;3432;5916;411;478;67;Human;79.39453125;20.60546875
4589;Albert;;Tobiass;Male;2724;2620;;411;413;2;Human;86.328125;13.671875
4590;Svenja;;Krause;Female;3045;3081;4467;411;490;79;Human;81.93359375;18.06640625
4591;Hermann;;Kunst;Male;2911;2946;;411;412;1;Human;85.83984375;14.16015625
4592;Uwe;;Uwes;Male;3387;3039;4374;411;488;77;Half-Orc;73.974609375;26.025390625
4593;Sonja;;Friedrichs;Female;1781;1770;;411;412;1;Human;75.390625;24.609375
4594;Svenja;;Lang;Female;1706;1735;4463;411;478;67;Human;85.9375;14.0625
4595;Olga;;Uwes;Female;2151;2317;;411;412;1;Human;77.783203125;22.216796875
4596;Heinrich;;Meier;Male;1829;1942;;411;412;1;Human;82.51953125;17.48046875
4597;Va-r-za-ar;;Bergmann;Female;2242;2097;4767;411;492;81;Half-Orc;69.140625;30.859375
4598;Ian;;Ians;Male;2905;2936;3812;411;489;78;Human;77.1240234375;22.8759765625
4599;Erik;;Eriks;Male;1560;1980;4412;411;480;69;Human;89.2578125;10.7421875
4600;Stephen;;Stephens;Male;2259;2368;4616;411;483;72;Human;86.9140625;13.0859375
4601;Alberta;;Eriks;Female;1862;1981;4630;411;488;77;Human;76.85546875;23.14453125
4602;Adam;;Adams;Male;2496;2554;4350;411;488;77;Half-Orc;73.6328125;26.3671875
4603;Stephen;;Stephens;Male;3338;3491;4217;411;490;79;Human;81.494140625;18.505859375
4604;Hermann;;Hermanns;Male;3539;3485;4747;411;498;87;Human;77.34375;22.65625
4605;Erik;;Schwarz;Male;1518;1743;4139;411;488;77;Human;81.25;18.75
4606;Maximilian;;Johanns;Male;2279;2420;;411;412;1;Human;83.30078125;16.69921875
4607;Heinrich;;Heinrichs;Male;3227;3123;4764;411;489;78;Human;81.884765625;18.115234375
4608;Sonja;;Groß;Female;3412;3367;;411;412;1;Human;77.001953125;22.998046875
4609;Johann;;Johanns;Male;1638;1827;4490;411;499;88;Half-Orc;73.828125;26.171875
4610;Ben;;Fels;Male;3504;3120;4708;411;488;77;Human;77.734375;22.265625
4611;Va-pa-kr-ga;;Bergmann;Female;1894;2073;5412;411;488;77;Half-Orc;74.0234375;25.9765625
4612;Uta;;Klauss;Female;2030;2750;;411;414;3;Human;79.6875;20.3125
4613;Olaf;;Schmied;Male;3447;3421;4224;411;468;57;Human;81.34765625;18.65234375
4614;Michael;;Hermanns;Male;2837;3139;;411;412;1;Human;83.88671875;16.11328125
4615;Erika;;Meier;Female;2705;2593;4276;411;480;69;Human;76.123046875;23.876953125
4616;Hildegard;;Groß;Female;3430;3362;4600;411;490;79;Human;83.935546875;16.064453125
4617;Va-go-fry-zag;;Karls;Female;2266;2308;4532;411;498;87;Half-Orc;71.6796875;28.3203125
4618;Michaela;;Peters;Female;1444;1798;4621;411;478;67;Human;76.5625;23.4375
4619;Bärbel;;Müller;Female;2745;2865;5671;411;499;88;Human;81.640625;18.359375
4620;Sonja;;Schreiber;Female;2494;2475;4853;411;478;67;Human;81.640625;18.359375
4621;Johannes;;Krause;Male;2038;2114;4618;411;493;82;Human;78.90625;21.09375
4622;Wilhelmina;;Peters;Female;2698;2574;;411;412;1;Human;76.904296875;23.095703125
4623;Eva;;Kunst;Female;1585;1619;;411;412;1;Human;80.46875;19.53125
4624;Erik;;Meier;Male;2979;2727;4681;411;;88;Human;77.392578125;22.607421875
4625;Lena;;Tischler;Female;2525;2672;4889;411;498;87;Human;78.80859375;21.19140625
4626;Gra-fry-pa-kr;;Gra-fry-pa-krs;Male;1710;1934;4317;412;490;78;Half-Orc;73.4375;26.5625
4627;Bärbel;;Tischler;Female;2085;2349;;412;413;1;Human;84.66796875;15.33203125
4628;Frieda;;Rot;Female;1266;1597;5116;412;499;87;Human;80.859375;19.140625
4629;Johanna;;Maximilians;Female;1874;1999;4795;412;;87;Human;87.6953125;12.3046875
4630;Ben;;Krause;Male;3400;3582;4601;412;499;87;Human;84.27734375;15.72265625
4631;Ian;;Karls;Male;2466;2709;;412;415;3;Human;78.515625;21.484375
4632;Erika;;Peters;Female;3446;3489;4735;412;490;78;Human;80.810546875;19.189453125
4633;Olaf;;Bergmann;Male;1941;2214;4969;412;479;67;Human;77.9296875;22.0703125
4634;Lena;;Tischler;Female;1886;1969;5464;412;;87;Human;86.5234375;13.4765625
4635;Alberta;;Rot;Female;2589;2682;5376;412;499;87;Human;80.37109375;19.62890625
4636;Peter;;Bergmann;Male;2935;2774;5022;412;;87;Human;85.15625;14.84375
4637;Ian;;Fischer;Male;2123;2388;4451;412;479;67;Human;85.15625;14.84375
4638;Karl;;Karls;Male;2503;2529;4332;412;499;87;Human;84.326171875;15.673828125
4639;Michaela;;Klein;Female;1978;2501;;412;413;1;Human;91.6015625;8.3984375
4640;Johann;;Uwes;Male;3474;3513;4335;412;482;70;Human;84.375;15.625
4641;Ben;;Hermanns;Male;2157;2198;;412;413;1;Half-Orc;74.560546875;25.439453125
4642;Frieda;;Fischer;Female;2840;2793;5145;412;499;87;Human;79.1259765625;20.8740234375
4643;Heinrich;;Heinrichs;Male;1902;1953;4300;412;490;78;Human;85.546875;14.453125
4644;Bärbel;;Schmied;Female;2452;2870;;412;413;1;Human;82.763671875;17.236328125
4645;Tobias;;Michaels;Male;3174;3206;;412;413;1;Human;85.9375;14.0625
4646;Lena;;Alberts;Female;2084;1948;;412;414;2;Human;81.689453125;18.310546875
4647;Lena;;Karls;Female;2565;2649;;412;413;1;Human;75.68359375;24.31640625
4648;Reinhardt;;Wilhelms;Male;2800;2754;;412;413;1;Human;83.5693359375;16.4306640625
4649;Berta;;Alberts;Female;2378;2339;5013;412;479;67;Human;87.79296875;12.20703125
4650;Va-zak-zar-fr;;Tischler;Female;1186;1722;4419;412;489;77;Half-Orc;70.3125;29.6875
4651;Gra-ar-fry-fr;;Gra-ar-fry-frs;Male;3339;3443;4112;412;490;78;Half-Orc;71.38671875;28.61328125
4652;Tobias;;Schmied;Male;2464;2510;;412;413;1;Human;75.244140625;24.755859375
4653;Hildegard;;Rot;Female;2402;2427;5781;412;480;68;Half-Orc;72.0703125;27.9296875
4654;Johannes;;Groß;Male;2487;2442;;412;413;1;Human;89.2578125;10.7421875
4655;Michael;;Michaels;Male;2657;3453;4557;412;490;78;Human;79.296875;20.703125
4656;Nina;;Tischler;Female;3242;3394;5019;412;492;80;Human;84.1796875;15.8203125
4657;Bärbel;;Bens;Female;3425;3270;5570;412;479;67;Human;87.6953125;12.3046875
4658;Olga;;Bergmann;Female;1903;1895;4743;412;479;67;Human;85.25390625;14.74609375
4659;Ben;;Klein;Male;2999;3155;4844;412;479;67;Human;84.66796875;15.33203125
4660;Hans;;Fels;Male;3196;2982;;412;413;1;Human;82.32421875;17.67578125
4661;Wilhelm;;Uwes;Male;1767;1830;;412;413;1;Human;83.203125;16.796875
4662;Erik;;Eriks;Male;1327;1321;4697;412;480;68;Human;83.59375;16.40625
4663;Lisa;;Schulz;Female;2248;2300;4797;412;483;71;Human;79.296875;20.703125
4664;Michaela;;Tobiass;Female;2544;2603;5452;412;;87;Human;85.64453125;14.35546875
4665;Frieda;;Uwes;Female;2130;2706;4930;412;490;78;Half-Orc;73.53515625;26.46484375
4666;Berta;;Schmied;Female;1303;1320;4676;412;499;87;Human;83.59375;16.40625
4667;Reinhardt;;Schmied;Male;3294;3310;;412;413;1;Human;78.466796875;21.533203125
4668;Lena;;Stephens;Female;2770;2764;;412;413;1;Human;80.078125;19.921875
4669;Klaus;;Tischler;Male;3374;3407;4553;412;;87;Human;79.443359375;20.556640625
4670;Wilhelmina;;Müller;Female;1295;1377;5296;412;490;78;Human;81.25;18.75
4671;Lena;;Krause;Female;2959;2916;4987;412;479;67;Half-Orc;74.31640625;25.68359375
4672;Klaus;;Fels;Male;2730;2779;;412;413;1;Human;85.44921875;14.55078125
4673;Hans;;Günters;Male;1625;2375;;412;413;1;Human;82.421875;17.578125
4674;Marie;;Schreiber;Female;3478;3373;;412;413;1;Human;85.7421875;14.2578125
4675;Erika;;Hanss;Female;3415;3571;4686;412;480;68;Human;81.103515625;18.896484375
4676;Hans;;Klein;Male;2879;2782;4666;412;489;77;Half-Orc;74.12109375;25.87890625
4677;Eva;;Schwarz;Female;2575;2949;4878;412;492;80;Human;76.171875;23.828125
4678;Johanna;;Schreiber;Female;2440;2036;5326;412;479;67;Human;85.3515625;14.6484375
4679;Hermann;;Schulz;Male;1452;1748;4416;412;492;80;Human;82.91015625;17.08984375
4680;Erika;;Johanns;Female;2003;2132;5095;412;;87;Human;83.10546875;16.89453125
4681;Hildegard;;Fels;Female;3240;3136;4624;412;482;70;Human;77.0263671875;22.9736328125
4682;Gra-urk-pa-fr;;Gra-go-r-zas;Male;2469;2358;;412;413;1;Half-Orc;71.97265625;28.02734375
4683;Johanna;;Günters;Female;2974;2910;;412;413;1;Human;77.1484375;22.8515625
4684;Friedrich;;Tobiass;Male;1457;1511;;412;413;1;Human;94.921875;5.078125
4685;Olaf;;Fischer;Male;3520;3558;4780;412;491;79;Human;79.296875;20.703125
4686;Maximilian;;Müller;Male;1750;1727;4675;412;493;81;Human;88.28125;11.71875
4687;Johann;;Meier;Male;1545;1630;;412;414;2;Half-Orc;68.75;31.25
4688;Stephen;;Alberts;Male;3556;3546;;412;414;2;Human;79.78515625;20.21484375
4689;Stephen;;Stephens;Male;3559;3505;4573;412;499;87;Human;79.2724609375;20.7275390625
4690;Nina;;Fischer;Female;3327;3376;4344;412;492;80;Human;83.7890625;16.2109375
4691;Ben;;Bens;Male;2518;2343;3690;412;;87;Half-Orc;70.5078125;29.4921875
4692;Va-pe-zar-ar;;Gra-fry-zak-arzs;Female;3217;3200;;412;413;1;Half-Orc;74.8046875;25.1953125
4693;Sonja;;Klauss;Female;1737;1825;5031;412;480;68;Human;92.67578125;7.32421875
4694;Uwe;;Fischer;Male;1498;1466;;412;414;2;Human;84.375;15.625
4695;Frieda;;Franzs;Female;1861;1910;;412;413;1;Human;84.375;15.625
4696;Franz;;Kunst;Male;3165;3056;;412;413;1;Half-Orc;73.9013671875;26.0986328125
4697;Uta;;Gra-kr-pe-ars;Female;3330;3247;4662;412;499;87;Human;76.85546875;23.14453125
4698;Bärbel;;Stephens;Female;2231;2281;4948;412;;87;Human;77.83203125;22.16796875
4699;Ben;;Krause;Male;3554;3606;;412;414;2;Human;83.056640625;16.943359375
4700;Nina;;Franzs;Female;1812;1777;4749;412;490;78;Human;79.78515625;20.21484375
4701;Johann;;Bens;Male;2863;2930;;412;413;1;Human;84.375;15.625
4702;Günter;;Kunst;Male;3195;3160;4905;413;;86;Human;78.5400390625;21.4599609375
4703;Karl;;Adams;Male;1847;1976;;413;414;1;Human;77.9296875;22.0703125
4704;Adam;;Adams;Male;3186;3070;4924;413;482;69;Half-Orc;74.3896484375;25.6103515625
4705;Ben;;Adams;Male;3663;3401;;413;415;2;Human;87.3046875;12.6953125
4706;Ian;;Schröder;Male;3000;2858;;413;414;1;Human;82.8125;17.1875
4707;Reinhardt;;Reinhardts;Male;2579;2509;4564;413;482;69;Human;79.150390625;20.849609375
4708;Uta;;Michaels;Female;3173;3086;4610;413;482;69;Human;81.7138671875;18.2861328125
4709;Klaus;;Rot;Male;3074;2850;4277;413;;86;Human;85.05859375;14.94140625
4710;Nina;;Hermanns;Female;1753;1721;;413;414;1;Human;90.4296875;9.5703125
4711;Hildegard;;Müller;Female;1187;1436;;413;414;1;Half-Orc;70.80078125;29.19921875
4712;Klaus;;Klauss;Male;2756;2903;3637;413;480;67;Human;79.78515625;20.21484375
4713;Frieda;;Schwarz;Female;2602;2315;5749;413;;86;Human;82.03125;17.96875
4714;Franz;;Lang;Male;2447;2585;4792;413;490;77;Human;79.248046875;20.751953125
4715;Ben;;Schröder;Male;1756;1688;4287;413;480;67;Human;85.25390625;14.74609375
4716;Lena;;Schulz;Female;2766;2786;;413;415;2;Human;85.693359375;14.306640625
4717;Reinhardt;;Groß;Male;2536;2524;4842;413;480;67;Human;80.95703125;19.04296875
4718;Gra-ar-zar-urz;;Tischler;Male;2357;2328;5215;413;481;68;Half-Orc;71.875;28.125
4719;Lisa;;Fischer;Female;2283;2323;6536;413;480;67;Human;83.69140625;16.30859375
4720;Albert;;Lang;Male;2411;2541;;413;415;2;Human;83.59375;16.40625
4721;Friedrich;;Friedrichs;Male;3129;3055;4741;413;490;77;Human;77.734375;22.265625
4722;Adam;;Adams;Male;2826;2566;4213;413;480;67;Human;85.44921875;14.55078125
4723;Hans;;Krause;Male;1842;1922;;413;414;1;Human;79.00390625;20.99609375
4724;Laura;;Peters;Female;3511;3530;4569;413;481;68;Human;80.322265625;19.677734375
4725;Reinhardt;;Wilhelms;Male;2380;2210;;413;414;1;Human;83.69140625;16.30859375
4726;Svenja;;Müller;Female;3487;2607;;413;414;1;Half-Orc;74.21875;25.78125
4727;Ian;;Rot;Male;2155;2261;;413;414;1;Human;83.0078125;16.9921875
4728;Eva;;Tobiass;Female;2907;2929;;413;414;1;Human;88.18359375;11.81640625
4729;Berta;;Schulz;Female;2957;3122;4816;413;482;69;Human;84.27734375;15.72265625
4730;Ian;;Lang;Male;1483;1475;4376;413;;86;Human;85.44921875;14.55078125
4731;Olaf;;Fels;Male;2087;2045;4745;413;491;78;Human;76.5625;23.4375
4732;Eva;;Fischer;Female;2977;3025;;413;415;2;Human;83.203125;16.796875
4733;Wilhelmina;;Olafs;Female;3276;3076;5607;413;490;77;Human;86.1328125;13.8671875
4734;Gra-ur-r-fry;;Schulz;Male;3422;3156;4882;413;491;78;Half-Orc;70.1171875;29.8828125
4735;Albert;;Alberts;Male;2390;2264;4632;413;490;77;Human;88.8671875;11.1328125
4736;Hildegard;;Schwarz;Female;2103;2160;4942;413;;86;Human;89.94140625;10.05859375
4737;Berta;;Kunst;Female;3566;3519;5099;413;482;69;Human;78.271484375;21.728515625
4738;Svenja;;Hanss;Female;1382;1356;4873;413;492;79;Human;75.1953125;24.8046875
4739;Maximilian;;Fels;Male;1913;2053;4411;413;481;68;Human;93.75;6.25
4740;Franz;;Schwarz;Male;1561;1555;;413;414;1;Human;87.109375;12.890625
4741;Erika;;Uwes;Female;1612;1593;4721;413;490;77;Half-Orc;73.2421875;26.7578125
4742;Adam;;Johanness;Male;1197;1576;;413;415;2;Human;79.6875;20.3125
4743;Hans;;Hanss;Male;2970;2855;4658;413;480;67;Human;81.982421875;18.017578125
4744;Wilhelm;;Klein;Male;1901;1891;;413;415;2;Human;79.296875;20.703125
4745;Lena;;Groß;Female;3005;3185;4731;413;493;80;Human;76.5625;23.4375
4746;Klaus;;Lang;Male;1844;1806;4486;413;491;78;Human;78.125;21.875
4747;Bärbel;;Günters;Female;3018;3140;4604;413;;86;Human;89.35546875;10.64453125
4748;Friedrich;;Franzs;Male;3550;3540;;413;414;1;Human;77.24609375;22.75390625
4749;Hans;;Hanss;Male;2195;2139;4700;413;492;79;Human;76.85546875;23.14453125
4750;Friedrich;;Fischer;Male;3157;3099;4484;413;;86;Human;83.837890625;16.162109375
4751;Günter;;Müller;Male;2384;2285;;413;414;1;Human;87.40234375;12.59765625
4752;Laura;;Hanss;Female;1618;1624;5166;413;490;77;Human;83.203125;16.796875
4753;Hildegard;;Wilhelms;Female;2806;2909;;413;414;1;Human;86.5234375;13.4765625
4754;Eva;;Schröder;Female;3614;3589;5136;413;480;67;Human;82.32421875;17.67578125
4755;Uwe;;Müller;Male;3502;3522;;413;416;3;Human;81.396484375;18.603515625
4756;Lena;;Fischer;Female;3437;3353;;413;414;1;Human;90.185546875;9.814453125
4757;Lisa;;Eriks;Female;3576;3002;5445;413;491;78;Human;83.251953125;16.748046875
4758;Erik;;Eriks;Male;1928;2219;4544;413;;86;Human;85.05859375;14.94140625
4759;Lisa;;Gra-pe-fr-pas;Female;2983;3014;;413;416;3;Human;79.1015625;20.8984375
